Joe,10,36,42,20,2
Joe,47,50,19,21,3
Sam,14,15,26,39,2
Jill,37,14,19,11,5
Mel,20,27,32,11,5
Sam,24,50,23,35,1
Sam,11,35,43,48,1
Mel,24,26,3,7,5
Joe,23,17,13,1,4
Sam,31,5,24,7,5
Mel,7,14,14,15,3
Mel,46,28,18,41,2
Sam,8,11,25,36,1
Joy,40,25,24,15,4
Jill,43,48,48,38,1
Sam,39,11,46,44,1
Jill,37,35,49,48,1
Sam,30,32,17,8,5
Mel,14,26,14,4,3
Joy,12,10,11,47,2
Joy,30,46,13,18,1
Jill,42,48,15,8,1
Jill,48,8,11,32,2
Jill,18,48,13,12,2
Mel,12,15,34,18,2
Jill,11,30,41,50,3
Sam,47,4,34,25,5
Joy,43,48,36,4,2
Sam,24,27,27,45,1
Joy,44,33,41,33,2
Joe,36,23,32,18,4
Joy,21,21,4,26,2
Joy,45,50,1,47,3
Mel,31,12,27,34,5
Mel,25,34,6,3,1
Mel,33,4,3,22,1
Joe,35,20,12,25,3
Joy,37,10,5,38,2
Joe,2,9,48,29,2
Jill,50,25,46,35,2
Jill,43,16,14,47,2
Joy,31,18,2,34,3
Mel,27,41,8,46,5
Joe,25,46,13,14,4
Sam,10,21,36,2,1
Sam,24,4,45,36,5
Sam,22,23,23,46,3
Joe,10,6,49,22,2
Joe,35,7,49,9,1
Mel,49,17,30,12,4
Jill,20,24,27,47,5
Joy,48,8,9,24,4
Joe,34,30,30,49,5
Joe,28,47,40,22,5
Jill,44,36,29,3,3
Joe,31,18,19,49,5
Joe,28,21,45,11,5
Jill,2,6,14,26,2
Joy,25,35,1,34,3
Joy,12,16,9,6,1
Joy,18,11,49,39,4
Joe,42,20,29,18,4
Mel,1,4,50,44,2
Joy,5,49,23,48,1
Sam,17,12,50,44,1
Mel,11,45,8,1,5
Sam,2,2,5,40,2
Joe,20,7,13,32,2
Mel,44,38,15,6,2
Sam,22,49,29,5,4
Jill,42,40,17,10,2
Joy,15,11,36,24,1
Mel,2,7,20,29,5
Jill,16,1,44,16,2
Jill,1,42,42,5,2
Joy,30,14,40,24,3
Sam,34,41,2,6,5
Jill,40,35,50,27,2
Joy,11,20,31,18,1
Jill,50,45,33,27,4
Sam,45,14,38,42,3
Joy,44,22,48,30,2
Joy,21,48,33,26,5
Jill,39,30,31,46,1
Jill,29,13,28,44,4
Joe,36,6,8,15,1
Mel,28,15,33,13,4
Mel,19,14,5,41,5
Jill,14,18,29,33,5
Jill,8,3,43,45,4
Mel,2,34,38,22,4
Joy,20,34,39,47,4
Joe,42,32,17,39,1
Sam,50,44,37,16,2
Joe,34,27,33,5,2
Jill,11,36,12,47,1
Jill,24,1,14,15,1
Mel,23,6,49,16,5
Jill,25,17,34,14,5
Mel,32,45,39,35,2
Joe,25,20,13,17,4
Joy,37,25,11,19,3
Mel,18,37,16,1,1
Joe,23,19,33,33,2
Joe,11,45,25,44,3
Mel,27,42,49,37,1
Joy,1,31,48,3,1
Mel,22,1,22,39,4
Joe,8,26,28,8,4
Joe,25,26,36,24,5
Joy,38,22,37,40,3
Joe,36,32,20,29,1
Joe,1,27,12,35,4
Joe,18,35,50,18,1
Joy,10,15,35,41,4
Joe,34,22,10,11,2
Sam,29,36,24,38,3
Joy,33,41,47,29,3
Joe,14,26,25,47,4
Joe,41,20,4,22,5
Joe,22,48,50,5,3
Sam,10,16,13,33,4
Sam,30,31,16,19,2
Sam,14,34,13,9,2
Jill,10,3,35,39,5
Joe,20,11,16,20,2
Mel,48,49,50,16,1
Sam,9,18,23,33,4
Mel,47,11,34,16,5
Jill,26,15,11,21,3
Mel,17,5,11,41,1
Jill,1,1,11,29,5
Sam,34,46,44,24,1
Joy,41,1,14,25,2
Jill,47,50,14,27,4
Mel,38,13,40,2,4
Joy,37,38,10,13,4
Jill,50,39,10,21,1
Joe,10,46,17,35,2
Jill,14,19,50,19,5
Joe,6,16,41,1,2
Mel,27,36,10,25,1
Joe,10,20,11,25,5
Mel,35,29,43,49,3
Mel,14,2,8,30,4
Joy,39,15,31,24,2
Joy,40,13,41,3,4
Mel,23,11,24,47,2
Sam,9,21,43,13,4
Jill,28,41,30,16,2
Sam,12,9,16,3,3
Joe,18,41,41,13,2
Joy,30,43,18,42,4
Jill,26,49,16,16,1
Joe,22,11,32,33,2
Joe,5,48,10,28,1
Joe,4,29,14,27,5
Joy,44,5,48,47,4
Mel,37,29,26,17,2
Jill,48,43,21,9,5
Mel,27,25,25,7,5
Sam,49,34,9,8,1
Jill,47,11,8,50,5
Mel,11,33,17,41,4
Sam,45,4,23,30,5
Joe,39,23,49,36,5
Jill,9,15,2,29,3
Sam,33,4,8,3,5
Mel,28,16,8,6,1
Joy,16,15,32,8,3
Jill,19,8,22,32,2
Sam,29,34,14,27,4
Joe,50,33,28,44,4
Mel,40,40,7,33,4
Jill,9,21,14,11,1
Joe,6,16,41,39,4
Joe,23,23,43,50,5
Joy,2,27,27,46,3
Joe,45,11,30,40,1
Joe,49,33,28,49,2
Joy,50,4,20,29,4
Sam,17,16,38,31,2
Joy,42,50,34,34,3
Joe,29,4,36,36,5
Mel,38,5,32,29,4
Mel,37,4,3,47,4
Joe,37,46,26,28,4
Sam,11,27,49,30,1
Joe,34,14,41,27,1
Joe,27,49,30,11,3
Jill,28,48,34,20,4
Mel,47,46,5,23,2
Mel,4,15,8,15,1
Joe,26,30,2,50,5
Joy,8,40,12,4,4
Joe,31,35,15,38,3
Mel,32,30,22,18,1
Joe,37,3,44,50,2
Jill,39,17,47,9,1
Sam,30,29,2,48,1
Mel,45,47,2,49,4
Jill,8,6,11,26,3
Joy,40,45,34,46,2
Joy,48,5,29,11,2
Sam,3,44,37,45,2
Joy,2,24,19,30,3
Joy,45,44,7,13,5
Mel,15,22,18,24,2
Joy,33,50,18,48,3
Joy,12,13,13,13,2
Sam,6,6,5,34,4
Jill,43,8,23,45,3
Mel,12,29,11,26,4
Mel,43,5,34,12,5
Sam,14,12,41,17,2
Sam,28,4,30,36,3
Mel,38,30,6,21,4
Joe,40,15,41,34,1
Jill,22,20,7,1,3
Joy,37,22,9,2,5
Jill,49,32,8,44,2
Joe,12,13,48,35,1
Jill,46,15,22,12,5
Mel,42,21,6,4,5
Jill,23,46,31,4,4
Joy,16,37,6,35,3
Sam,48,16,45,32,3
Joy,25,39,37,38,5
Jill,12,46,11,47,3
Sam,48,8,46,14,3
Mel,28,10,32,35,2
Joy,25,28,31,33,2
Mel,5,29,20,13,1
Jill,48,8,34,40,4
Joe,34,31,10,27,5
Joy,49,50,48,1,4
Mel,2,38,23,36,3
Joy,43,13,38,1,3
Mel,43,25,23,23,5
Mel,15,15,1,6,5
Sam,39,38,31,12,4
Jill,21,50,12,37,4
Jill,16,31,25,2,2
Joe,11,36,44,11,2
Joy,20,47,15,26,3
Mel,27,6,35,11,5
Mel,6,3,23,48,3
Joe,42,49,18,9,2
Jill,44,5,48,12,1
Joy,48,48,2,1,5
Joe,24,24,4,22,4
Joe,46,33,16,50,3
Jill,1,12,50,34,5
Sam,16,47,31,6,5
Mel,40,21,15,33,4
Jill,44,36,31,36,3
Sam,9,50,28,28,2
Jill,14,37,46,21,1
Jill,22,7,47,32,1
Sam,20,5,2,37,1
Sam,28,33,19,23,4
Joe,45,10,40,32,5
Joy,42,7,29,21,5
Sam,11,4,31,13,5
Jill,50,37,1,38,4
Jill,21,24,36,42,2
Joy,46,40,40,33,3
Jill,23,23,13,7,1
Mel,15,19,35,27,1
Joy,16,4,1,45,1
Joe,50,25,48,6,4
Joe,1,7,39,42,1
Joe,39,7,13,34,4
Sam,29,3,32,12,5
Joy,5,41,39,4,1
Sam,24,2,19,7,2
Joy,7,28,19,14,1
Joe,47,12,7,38,2
Jill,16,29,34,35,5
Jill,38,1,2,6,4
Jill,23,8,7,1,2
Jill,8,14,37,26,3
Joe,47,13,11,45,4
Joy,4,14,23,5,4
Joy,40,24,42,17,3
Mel,34,18,5,49,2
Jill,25,4,30,49,1
Joy,22,24,21,25,3
Joe,44,13,20,18,1
Joy,45,50,45,44,1
Mel,45,2,12,19,5
Joy,41,26,7,39,2
Joe,4,41,45,26,4
Jill,19,23,17,4,4
Joy,4,29,30,4,3
Joy,16,32,33,6,4
Sam,3,31,16,16,2
Joy,32,42,19,37,2
Sam,3,48,13,34,1
Joy,33,8,30,37,5
Sam,7,43,35,40,2
Sam,27,9,10,45,4
Mel,9,9,9,21,3
Joe,45,15,29,15,2
Joe,32,39,11,1,4
Joy,6,7,24,39,1
Sam,28,4,49,7,1
Sam,41,32,27,16,5
Mel,16,4,37,12,3
Jill,36,8,25,25,3
Sam,28,34,5,39,4
Sam,38,12,34,40,2
Joy,10,29,26,29,4
Joy,40,49,41,43,2
Jill,47,23,15,27,2
Mel,24,41,23,47,4
Joy,5,44,23,34,2
Sam,6,12,24,12,4
Jill,33,40,45,6,2
Sam,31,23,36,41,3
Mel,3,11,43,8,1
Joe,2,44,18,4,3
Joe,20,19,10,7,5
Jill,2,18,22,25,3
Sam,47,36,48,2,2
Joe,25,5,12,43,5
Mel,35,9,22,1,2
Mel,10,35,12,24,5
Jill,19,39,11,27,5
Joe,22,16,28,47,3
Sam,35,22,30,34,2
Jill,28,13,9,32,4
Sam,21,44,4,10,1
Joe,28,17,14,29,4
Mel,43,34,35,35,2
Joy,36,45,34,30,2
Joe,3,25,50,29,4
Mel,14,42,9,3,3
Sam,32,45,7,14,2
Mel,33,44,29,10,4
Mel,30,43,26,38,4
Sam,45,35,38,43,1
Sam,31,34,18,18,4
Mel,47,46,15,4,1
Joy,9,48,16,29,4
Joy,19,47,3,45,5
Sam,16,3,7,46,1
Mel,1,5,18,46,5
Jill,40,23,18,25,3
Jill,33,49,36,22,1
Joy,25,32,43,26,5
Joy,16,43,37,18,2
Mel,27,32,41,2,3
Mel,17,37,20,38,1
Joy,18,50,48,30,3
Joy,12,39,44,2,3
Jill,46,35,31,9,5
Joy,9,36,9,3,1
Jill,12,17,13,14,2
Sam,19,14,32,28,3
Sam,17,36,7,49,4
Joy,34,7,7,30,4
Jill,41,41,3,22,5
Joe,4,41,9,46,1
Joe,18,5,47,35,1
Mel,24,13,41,11,2
Jill,47,2,24,22,3
Sam,39,33,4,20,5
Joe,6,32,41,28,5
Joy,3,38,16,24,3
Joy,4,23,10,50,4
Joe,21,23,1,15,4
Joe,47,19,9,3,3
Sam,20,13,49,26,3
Joe,1,32,41,10,5
Mel,11,27,1,10,2
Joe,33,36,36,41,4
Joy,44,12,44,10,3
Mel,1,6,50,16,4
Mel,18,43,41,2,2
Joe,13,9,29,10,5
Sam,30,15,50,40,4
Sam,20,18,9,38,2
Joe,21,26,39,7,5
Joy,25,33,41,26,1
Jill,19,48,11,28,1
Joe,33,47,8,5,2
Mel,4,4,18,33,2
Joy,32,24,47,49,4
Joe,18,37,41,28,1
Jill,28,3,28,1,3
Joy,43,15,22,38,4
Jill,50,38,11,23,5
Jill,8,42,50,6,4
Joe,34,9,43,3,3
Joy,46,8,5,13,3
Joe,34,47,14,43,1
Joy,43,14,3,15,2
Joe,1,20,27,6,2
Joe,8,40,48,21,3
Mel,18,34,20,24,1
Mel,8,31,28,8,1
Mel,13,48,18,15,2
Mel,25,26,45,43,1
Joy,26,9,19,46,1
Joe,32,26,11,40,5
Joy,11,18,15,44,3
Jill,22,44,26,32,2
Joe,39,43,34,26,5
Jill,43,31,48,34,5
Mel,6,48,11,21,1
Sam,15,9,7,9,5
Sam,2,4,35,1,1
Joe,14,44,25,33,1
Joe,34,44,45,48,1
Sam,13,2,20,16,1
Mel,10,28,40,8,5
Sam,27,14,46,20,1
Joy,31,47,36,26,1
Joy,3,27,31,27,4
Jill,7,31,28,29,4
Jill,23,18,33,33,3
Sam,33,37,49,17,2
Joe,15,27,43,24,2
Jill,16,33,42,30,3
Sam,28,41,21,49,5
Jill,40,9,27,22,1
Jill,27,50,1,12,4
Sam,38,22,30,30,4
Sam,27,16,15,3,1
Mel,33,31,37,35,3
Joy,26,29,31,43,2
Jill,38,42,26,38,3
Joe,19,39,39,13,5
Jill,47,31,30,5,4
Joy,30,15,49,40,4
Mel,44,45,37,8,5
Joy,23,26,32,18,1
Jill,30,22,30,46,1
Jill,28,18,37,14,3
Joe,32,35,15,11,2
Joe,17,30,20,34,5
Mel,36,26,44,45,1
Sam,9,39,13,30,2
Joy,45,8,11,2,3
Sam,32,30,10,20,5
Sam,32,48,38,2,3
Jill,23,5,49,35,3
Jill,46,43,6,23,2
Mel,49,14,4,41,2
Jill,31,16,5,39,5
Mel,31,12,39,42,1
Mel,30,2,46,9,1
Sam,37,37,19,38,4
Joy,14,23,48,6,4
Jill,29,11,38,28,1
Joy,50,33,27,39,4
Sam,27,33,39,42,2
Sam,2,36,16,37,1
Mel,11,44,28,37,1
Jill,25,40,48,3,3
Joe,16,44,17,22,3
Sam,7,1,1,39,5
Joy,27,32,37,16,1
Mel,29,13,22,28,1
Joy,7,44,30,42,2
Jill,11,33,24,30,3
Joe,7,21,9,39,5
Mel,18,36,7,32,1
Sam,33,43,43,42,5
Sam,8,29,36,34,5
Joy,31,32,41,2,1
Joe,28,13,44,32,1
Joy,27,35,37,46,1
Joy,39,49,2,2,5
Mel,45,34,8,29,3
Joe,49,5,1,44,3
Jill,24,34,14,10,4
Sam,42,50,4,19,5
Mel,41,20,29,40,1
Joe,50,11,26,35,2
Joy,30,24,1,37,4
Joy,31,24,31,34,5
Joy,7,29,41,47,2
Jill,22,9,25,7,3
Sam,19,15,4,37,2
Joy,14,23,44,16,5
Joy,29,35,32,36,3
Sam,21,22,38,10,4
Sam,31,17,19,39,3
Joe,18,22,47,1,1
Sam,32,10,37,46,5
Joe,48,36,3,30,1
Jill,12,43,25,50,5
Sam,24,17,28,43,3
Mel,37,4,31,3,5
Sam,46,13,42,12,3
Sam,19,49,4,26,1
Joe,4,27,8,14,1
Mel,6,41,25,38,1
Sam,41,26,14,25,5
Sam,2,7,27,28,3
Joy,4,9,23,40,5
Joy,31,34,15,12,4
Joe,30,7,44,2,4
Sam,48,3,43,16,5
Jill,10,30,4,23,2
Jill,44,50,24,28,4
Mel,16,26,10,11,2
Mel,20,13,15,23,5
Jill,36,9,43,33,5
Mel,30,14,36,6,4
Joy,13,46,47,20,1
Joe,39,5,4,28,2
Sam,20,43,18,29,4
Jill,28,20,42,48,3
Sam,26,7,36,12,2
Joy,19,15,27,36,1
Joe,35,40,18,19,2
Jill,16,36,1,27,3
Sam,32,5,12,10,2
Sam,25,9,30,46,4
Joe,28,49,28,16,3
Jill,32,4,9,19,5
Joe,27,4,36,13,5
Joe,50,32,15,27,5
Sam,20,10,37,39,4
Joe,50,12,46,13,1
Sam,33,44,35,17,1
Joy,21,20,37,41,3
Joy,34,24,27,40,3
Joy,6,45,6,24,4
Sam,15,19,23,27,2
Joe,18,41,14,14,4
Mel,39,12,31,34,2
Joe,22,33,32,43,4
Mel,27,31,28,22,1
Sam,47,3,19,12,4
Joy,11,43,12,21,2
Joe,23,21,10,3,2
Joy,20,9,11,11,5
Sam,39,12,50,9,1
Sam,8,50,31,8,3
Joy,47,12,39,31,2
Mel,24,38,42,37,5
Sam,37,32,10,21,1
Mel,20,7,30,39,4
Jill,34,2,35,28,5
Joy,37,2,15,14,4
Joe,1,38,25,15,3
Jill,30,19,43,47,1
Joe,50,21,40,13,3
Mel,3,14,32,39,1
Joy,21,18,21,19,2
Joy,2,2,46,42,2
Joe,49,32,32,18,5
Mel,5,6,25,20,2
Sam,24,32,5,17,4
Joe,42,14,36,35,5
Joe,44,8,21,28,2
Joy,37,34,2,29,1
Joy,24,29,30,19,1
Joy,20,30,4,16,4
Joy,27,43,22,23,5
Mel,20,47,14,3,4
Mel,16,1,41,28,1
Joe,5,16,3,25,5
Sam,26,25,36,20,5
Mel,34,9,16,32,4
Joe,50,27,44,42,2
Joe,6,42,23,50,3
Jill,22,12,3,21,3
Mel,16,44,47,11,2
Joy,5,21,10,29,1
Joy,41,40,20,48,3
Joy,31,6,27,23,1
Jill,26,29,25,18,4
Mel,39,13,37,31,4
Mel,19,33,23,38,5
Sam,13,43,7,41,4
Mel,37,38,49,43,4
Jill,20,27,33,24,3
Sam,38,3,22,41,2
Joy,3,39,22,18,4
Joe,43,38,10,33,2
Mel,7,21,45,3,3
Jill,15,49,50,24,1
Jill,29,32,37,18,3
Sam,49,34,31,33,5
Mel,44,4,31,24,5
Mel,33,27,35,39,4
Sam,47,13,13,8,5
Joe,45,41,46,30,1
Joe,11,25,48,29,2
Mel,45,30,12,8,3
Jill,5,11,42,6,4
Joe,27,20,12,24,3
Sam,32,43,9,49,5
Mel,39,3,49,49,4
Mel,26,23,48,26,1
Joy,24,41,49,50,1
Mel,2,39,9,3,5
Sam,47,41,25,37,5
Jill,44,13,27,14,4
Jill,44,49,25,39,2
Sam,21,27,3,19,1
Jill,8,39,12,43,3
Sam,7,47,41,1,5
Joe,7,41,45,27,4
Mel,15,41,30,26,5
Joy,6,49,48,2,4
Joy,10,1,32,43,1
Sam,45,48,13,23,5
Joe,16,35,23,32,2
Joy,44,16,39,9,1
Sam,13,33,31,49,3
Jill,9,5,33,11,2
Mel,24,15,10,12,2
Mel,14,26,22,24,4
Sam,9,9,45,3,4
Jill,17,30,5,43,3
Sam,31,22,22,27,5
Joe,21,48,9,35,1
Joy,18,46,12,34,2
Jill,45,10,42,12,2
Joe,16,38,32,33,1
Joe,10,7,44,25,3
Sam,32,37,19,10,4
Mel,34,19,49,45,1
Mel,38,2,28,49,1
Mel,13,28,45,4,3
Jill,6,41,23,41,1
Jill,37,7,16,35,2
Joe,8,19,39,5,2
Jill,38,10,16,35,5
Joe,10,31,39,42,3
Joy,4,3,39,45,4
Sam,11,6,16,37,1
Sam,10,48,4,38,3
Sam,39,40,30,5,2
Mel,28,33,23,11,4
Joe,12,37,25,18,3
Sam,10,12,47,48,4
Jill,41,24,5,50,2
Mel,36,12,33,38,2
Joe,17,8,20,49,3
Mel,41,35,27,3,4
Mel,20,31,48,32,5
Joe,5,34,36,39,3
Joe,17,19,32,50,5
Joe,14,34,43,30,5
Mel,41,35,31,17,3
Joy,29,27,16,28,3
Mel,43,16,23,9,5
Joe,33,41,40,10,2
Jill,36,32,27,32,2
Jill,50,13,18,41,2
Joy,46,42,19,29,4
Jill,30,31,12,18,5
Joe,7,28,47,18,1
Jill,13,22,3,12,2
Mel,9,20,1,32,4
Jill,31,21,20,14,4
Sam,7,18,22,20,5
Joe,30,18,15,11,5
Joy,16,34,38,4,5
Joy,4,27,32,13,5
Mel,30,3,12,38,1
Sam,40,34,32,29,5
Mel,17,5,12,43,3
Jill,6,41,17,27,4
Joe,12,47,12,21,3
Mel,7,39,23,35,1
Joe,39,27,36,35,4
Mel,22,32,36,44,3
Mel,28,3,15,36,5
Jill,14,22,40,13,3
Joy,7,27,31,39,5
Joe,15,2,3,44,4
Joy,5,4,10,25,3
Joe,4,44,20,21,2
Joy,15,1,8,4,5
Joy,42,7,36,5,4
Mel,44,23,41,29,2
Mel,32,1,27,33,1
Joe,12,13,50,30,2
Sam,16,16,50,34,2
Mel,9,23,25,12,1
Mel,1,22,37,41,1
Jill,28,17,43,28,4
Mel,9,33,25,5,1
Mel,45,22,11,10,3
Joy,7,31,2,10,4
Jill,42,1,29,47,3
Joy,33,35,15,30,2
Joy,12,23,48,23,4
Mel,34,32,39,6,4
Mel,35,3,28,9,3
Jill,19,49,34,40,5
Sam,21,4,41,39,4
Sam,36,28,17,31,1
Joy,14,40,14,37,2
Sam,23,38,5,34,5
Joe,15,27,42,19,4
Joe,47,19,16,23,1
Jill,18,13,31,40,2
Joe,3,33,20,38,5
Mel,40,4,48,36,2
Sam,50,32,19,46,4
Mel,4,9,24,29,5
Joy,37,24,44,34,3
Joy,42,3,20,28,3
Joy,41,30,46,32,4
Sam,7,46,46,49,3
Joy,7,32,7,21,4
Jill,13,37,38,15,5
Joe,18,32,46,12,5
Joe,32,45,14,23,3
Jill,15,18,11,14,2
Mel,44,21,44,46,1
Jill,35,29,14,47,1
Joe,49,50,7,32,4
Joy,6,28,40,44,1
Sam,11,19,34,12,1
Sam,17,6,27,47,5
Mel,4,23,33,8,1
Mel,31,12,11,26,2
Sam,15,45,39,21,3
Mel,7,39,11,45,1
Joe,37,44,23,28,4
Mel,49,40,21,50,2
Joy,10,42,15,23,4
Joe,35,6,34,20,2
Joe,47,25,25,6,1
Mel,15,6,1,30,5
Mel,37,49,13,9,1
Joy,6,6,23,6,5
Joy,34,18,4,28,5
Joy,32,47,11,31,3
Mel,2,1,41,50,4
Joe,33,40,35,25,4
Jill,7,29,34,37,2
Mel,16,3,50,9,5
Joe,11,38,33,11,5
Sam,1,47,30,28,3
Mel,11,17,13,13,1
Sam,11,44,15,44,2
Jill,40,50,47,3,3
Jill,29,33,30,37,5
Joe,21,20,16,9,1
Sam,21,23,17,8,2
Joy,20,16,3,36,3
Joy,36,48,21,2,2
Joy,44,17,20,35,1
Sam,38,7,50,15,1
Joy,46,25,2,24,3
Joe,13,28,43,22,4
Mel,10,9,40,23,4
Jill,37,21,11,30,1
Mel,23,30,34,42,1
Sam,24,50,9,12,1
Joe,12,27,10,1,5
Mel,13,24,42,50,3
Jill,30,47,46,6,2
Sam,3,42,14,22,5
Joy,49,36,37,32,5
Sam,40,11,14,47,2
Sam,38,49,50,41,3
Mel,16,36,3,37,3
Sam,20,44,35,13,5
Joy,47,6,19,24,3
Jill,17,23,5,32,5
Joy,36,13,49,29,4
Joe,44,7,18,15,2
Mel,18,15,10,9,4
Joy,23,30,37,3,5
Sam,29,15,13,4,1
Mel,18,2,39,6,5
Mel,8,14,30,32,1
Sam,6,31,10,21,4
Sam,2,32,10,10,4
Sam,40,6,7,42,2
Joe,36,9,9,10,4
Sam,42,46,45,27,3
Jill,19,44,23,35,2
Mel,47,2,46,19,4
Joy,27,33,6,37,3
Mel,36,6,20,48,5
Jill,48,7,39,45,3
Joy,7,15,16,46,4
Jill,11,39,30,33,5
Sam,15,40,40,7,3
Jill,6,1,16,33,2
Joy,32,29,19,28,4
Joy,1,26,30,15,5
Joy,44,37,5,46,4
Joy,20,16,10,33,1
Jill,13,9,23,23,3
Mel,3,47,41,11,3
Jill,11,47,23,36,4
Joy,49,30,23,16,5
Jill,29,27,12,5,4
Joy,48,1,26,39,2
Mel,46,14,5,21,2
Jill,42,39,33,16,1
Sam,42,40,41,45,5
Jill,40,18,29,19,2
Mel,16,30,15,46,1
Jill,2,19,30,43,1
Joe,31,36,42,8,5
Sam,29,16,44,43,4
Jill,20,21,17,22,4
Jill,46,27,26,7,3
Joe,25,31,39,12,4
Jill,29,28,23,16,3
Jill,32,11,19,43,2
Sam,9,28,17,40,3
Joy,5,21,12,36,5
Joe,18,26,36,21,3
Mel,50,11,25,34,2
Joy,7,19,12,20,2
Joy,27,31,24,35,4
Sam,31,11,16,47,4
Sam,15,23,17,47,1
Jill,37,28,16,48,1
Sam,42,10,43,25,2
Joy,3,4,38,6,1
Sam,12,24,33,28,3
Jill,21,26,27,9,1
Joe,45,39,40,46,5
Jill,2,11,50,38,4
Joe,33,6,13,27,2
Mel,26,37,23,28,2
Joe,39,30,29,25,1
Joy,35,50,20,25,4
Jill,49,12,12,43,4
Sam,25,38,48,14,2
Mel,12,15,1,12,3
Joe,17,2,9,11,5
Joe,6,29,8,14,1
Joe,18,48,49,34,2
Jill,39,34,49,28,2
Joe,20,8,37,19,3
Joy,34,43,42,2,2
Joe,6,50,13,7,4
Sam,34,38,47,26,2
Mel,35,42,47,2,4
Jill,9,48,48,24,4
Sam,45,1,34,28,2
Joe,11,6,35,25,2
Sam,2,11,47,1,4
Jill,43,38,20,37,2
Jill,23,41,49,43,2
Jill,38,42,49,15,1
Jill,10,20,12,48,2
Mel,16,47,32,21,5
Mel,10,40,31,19,2
Jill,37,14,40,27,5
Sam,5,24,48,15,3
Joy,41,14,12,41,3
Joy,16,42,42,25,2
Mel,46,44,20,21,3
Joy,1,44,50,46,1
Joy,46,18,21,1,2
Mel,16,46,6,8,5
Mel,3,25,47,47,3
Sam,29,45,46,1,1
Jill,49,35,4,26,1
Joe,16,35,41,15,2
Sam,28,18,37,18,5
Joe,10,20,16,15,3
Joy,45,10,46,36,5
Mel,33,16,31,50,3
Sam,33,37,5,19,5
Joy,2,14,21,15,2
Jill,15,15,40,3,4
Jill,21,36,22,14,2
Sam,4,3,48,12,2
Sam,40,32,36,15,5
